title,filename,category,folder,authorship,content_type,description,size_mb,confidence,source_path,dest_path,status
Elimination,Elimination.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Unable to analyze - file content not visible,0.75,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Elimination/01-Premium/01-eBook/Elimination.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Elimination.pages,COPIED
Elimination: Free Up Your Life by Eliminating the Unnecessary,EliminationEnhanced.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,PLR content,"A self-help guide focused on simplifying life by eliminating unnecessary tasks, relationships, and expenses to create more time for meaningful pursuits. The content appears to be generic personal deve",1.18,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Elimination/01-Premium/03-Enhanced eBook/EliminationEnhanced.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/EliminationEnhanced.pdf,COPIED
Embrace Obstacles at Work (presumed from filename),EmbraceObstaclesatWork.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,"Unknown (appears to be a Pages document, but content type cannot be determined)",Cannot determine without seeing actual content,0.8,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Claude ReWritten Files/StruggleSurvivalGuide1/03-Branding/01-Articles/03-pages/EmbraceObstaclesatWork.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/EmbraceObstaclesatWork.pages,COPIED
Feeling Lost,Feeling Lost.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Unable to determine without access to the document content,0.97,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/02-LeadGen/01-Lead Gen Report/Feeling Lost.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Feeling Lost.pages,COPIED
Feeling Overwhelmed: Declutter Your Mind by Talking to a Friend,Feeling Overwhelmed Declutter Your Mind by Talking to a Friend.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A book about managing overwhelm and mental clutter through the therapeutic practice of talking with friends, likely incorporating recovery and faith-based perspectives.",0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/BUNDLEDeclutterYourMind/02-Articles/2-Pages/Feeling Overwhelmed Declutter Your Mind by Talking to a Friend.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Feeling Overwhelmed Declutter Your Mind by Talking to a Friend.pages,COPIED
Fixed vs Growth - The Two Mindsets that Shape Our Lives,Fixed vs Growth - The Two Mindsets that Shape Our Lives.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"Appears to be a book about growth mindset vs. fixed mindset concepts, which aligns with personal development and entrepreneurship themes.",0.72,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/SHAREABLEDevelopingAGrowthMindset/01-BlogPosts/03-PAGES/Fixed vs Growth - The Two Mindsets that Shape Our Lives.pages,,DUPLICATE_SKIPPED
Found! Workbook,FoundWorkbook.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,PLR content,"A self-discovery workbook designed to help people reconnect with themselves through exercises exploring core values, interests, strengths/weaknesses, and life goals. The content appears to be generic ",0.36,HIGH,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Found/01-Premium/04-Workbook/FoundWorkbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/FoundWorkbook.pdf,COPIED
From Setback to Comeback - How a Growth Mindset Transforms Failures,From Setback to Comeback - How a Growth Mindset Transforms Failures.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A book about overcoming failures and setbacks through developing a growth mindset, which aligns with Bob Burr's themes of recovery, redemption, and second chances.",0.76,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/SHAREABLEDevelopingAGrowthMindset/01-BlogPosts/03-PAGES/From Setback to Comeback - How a Growth Mindset Transforms Failures.pages,,DUPLICATE_SKIPPED
GHTM Assignment to RH Management,GHTM Assignment to RH Management 1-30-21.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,other (business/legal document),"Appears to be a business assignment or transfer document dated January 30, 2021, possibly related to management rights or business assets.",1.2,LOW,/Volumes/Macintosh HD/Users/robertburr/Documents/Documents - Robert’s iMac Pro/Desktop Archive 2-22/(2) Quora_files/GHTM Assignment to RH Management 1-30-21.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/GHTM Assignment to RH Management 1-30-21.pdf,COPIED
Gary Barnes Intro,Gary Barnes Intro - 4-14-18 (2019_07_29 16_12_18 UTC).pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,notes,"This appears to be an introduction or notes about someone named Gary Barnes, dated April 14, 2018, possibly prepared for a speaking engagement or interview.",20.83,MEDIUM,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Delano Folder/Gary Barnes Intro - 4-14-18 (2019_07_29 16_12_18 UTC).pages,,DUPLICATE_SKIPPED
Glenwood Worrells Driving Record,Glenwood Worrells Driving Record (2019_07_29 16_12_18 UTC).pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine content or authorship from blank sample pages provided.,15.7,LOW,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Glenwood Worrells Driving Record (2019_07_29 16_12_18 UTC).pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Glenwood Worrells Driving Record (2019_07_29 16_12_18 UTC).pdf,COPIED
Google Ads AI Expertise,Google Ads AI Expertise - Book.docx,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A book about Google Ads and AI integration in digital marketing, focusing on advanced advertising strategies and artificial intelligence applications.",2.03,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/22 High-Impact AI Video Courses/Google Ads AI Expertise/Google Ads AI Expertise/Google Ads AI Expertise - Book.docx,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Google Ads AI Expertise - Book.docx,COPIED
Growth Mindset Text Tips,Growth Mindset Text Tips.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,PLR content or purchased content,"This appears to be a collection of text tips or prompts related to developing a growth mindset, possibly formatted for use in text messaging or social media campaigns.",0.71,MEDIUM,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/SHAREABLEDevelopingAGrowthMindset/05-PowerTips/Growth Mindset Text Tips.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Growth Mindset Text Tips.pages,COPIED
Hidden KDP Niches Workbook,Hidden KDP Niches Workbook.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A practical, interactive workbook designed to help readers discover profitable niches for Kindle Direct Publishing (KDP), focusing on step-by-step guidance for finding hidden market opportunities.",9.05,MEDIUM,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bonuses-NanaoBanana/Hidden-KDP-Niches-Workbook-129532876/Hidden KDP Niches Workbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Hidden KDP Niches Workbook.pdf,COPIED
How Can a Healthy Imagination Help Our Relationships,How Can a Healthy Imagination Help Our Relationships.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (no content provided),Unable to analyze - no document content was provided for review,0.77,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Imagine/03-Branding/01-Articles/03-pages/How Can a Healthy Imagination Help Our Relationships.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How Can a Healthy Imagination Help Our Relationships.pages,COPIED
How Can a Healthy Imagination Help Us at Work,How Can a Healthy Imagination Help Us at Work.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (cannot determine without seeing content),Cannot provide description without access to the document's actual text content.,0.79,,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Imagine/03-Branding/01-Articles/03-pages/How Can a Healthy Imagination Help Us at Work.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How Can a Healthy Imagination Help Us at Work.pages,COPIED
How Do You Trust Again Trust Yourself First,How Do You Trust Again Trust Yourself First.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Unable to determine without seeing the actual content of the document,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/TrustAgain/03-Branding/01-Articles/03-pages/How Do You Trust Again Trust Yourself First.pages,,DUPLICATE_SKIPPED
How Status Quo Bias is Keeping You from Changing,How Status Quo Bias is Keeping You from Changing.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Unable to analyze - cannot access document content to determine authorship or describe the material.,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/MentalMuscle/03-Branding/01-Articles/03-pages/How Status Quo Bias is Keeping You from Changing.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How Status Quo Bias is Keeping You from Changing.pages,COPIED
How an American President Can Help You Eliminate the Unnecessary,How an American President Can Help You Eliminate the Unnecessary.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without viewing the actual content of the document,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Elimination/03-Branding/01-Articles/03-pages/How an American President Can Help You Eliminate the Unnecessary.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How an American President Can Help You Eliminate the Unnecessary.pages,COPIED
How to Be More Innovative in Your Home Life,How to Be More Innovative in Your Home Life.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (cannot access file content),"Cannot determine without access to the actual content - the title suggests a guide about innovation in personal/home settings, but this doesn't clearly align with Bob Burr's typical topics of recovery",0.81,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/BUNDLEBecomeMoreInnovative/02-Articles/2-Pages/How to Be More Innovative in Your Home Life.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How to Be More Innovative in Your Home Life.pages,COPIED
How to Teach Your Children about Dealing with Avoidance,How to Teach Your Children about Dealing with Avoidance.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,A parenting guide focused on teaching children strategies to overcome avoidance behaviors and build resilience. The content appears to be about child development and parenting techniques.,0.81,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Avoidance/03-Branding/01-Articles/03-pages/How to Teach Your Children about Dealing with Avoidance.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How to Teach Your Children about Dealing with Avoidance.pages,COPIED
How to Trust Again after a Betrayal in Business,How to Trust Again after a Betrayal in Business.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (cannot determine without viewing content),"Based on the filename, this appears to be content about rebuilding trust in business relationships after experiencing betrayal, which could align with Bob Burr's themes of redemption and second chance",0.78,,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/TrustAgain/03-Branding/01-Articles/03-pages/How to Trust Again after a Betrayal in Business.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/How to Trust Again after a Betrayal in Business.pages,COPIED
How to Trust Again after a Betrayal in Business,How to Trust Again after a Betrayal in Business.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,"Unknown (could be book, article, or other)",Unable to determine without seeing the actual content,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/TrustAgain/03-Branding/01-Articles/03-pages/How to Trust Again after a Betrayal in Business.pages,,DUPLICATE_SKIPPED
Is It Important for Adults to Have a Healthy Imagination,Is It Important for Adults to Have a Healthy Imagination.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without seeing the actual content of the document,0.77,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Imagine/03-Branding/01-Articles/03-pages/Is It Important for Adults to Have a Healthy Imagination.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Is It Important for Adults to Have a Healthy Imagination.pages,COPIED
Jamez Mellion Intro,Jamez Mellion Intro - 8-11-18 (2019_07_29 16_12_18 UTC).pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without seeing the actual content,20.83,LOW,/Volumes/My Passport/FileHistory/bobbu/MAN-OFFICE-PC-D/Data/C/Users/bobbu/iCloudDrive/Desktop/Bob's  Folder/Jamez Mellion Intro - 8-11-18 (2019_07_29 16_12_18 UTC).pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Jamez Mellion Intro - 8-11-18 (2019_07_29 16_12_18 UTC).pages,COPIED
Jerry Muskrat and the Forest Frenzy,Jerry Muskrat and the Forest Frenzy.docx,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,Appears to be a children's book or story featuring an animal character named Jerry Muskrat involved in some forest adventure or conflict.,0.99,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Desktop Clean Up /Loose Files : Potential Duplicates/Jerry Muskrat and the Forest Frenzy.docx,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Jerry Muskrat and the Forest Frenzy.docx,COPIED
KDP Goldmin Guide + Workbook,KDP goldmin Guide + Workbook.pdf,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"A guide focused on Kindle Direct Publishing (KDP) strategies, specifically teaching a 3-part system for keyword research and book validation to help self-publishers succeed on Amazon.",14.99,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bonuses-NanaoBanana/KDP-Goldmine-Guide-Workbook-128932738/KDP goldmin Guide + Workbook.pdf,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/KDP goldmin Guide + Workbook.pdf,COPIED
Keeping Distractions at Bay,KeepingDistractionsatBay.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown,Cannot determine without seeing the actual content,0.78,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/Claude ReWritten Files/TuneOut/03-Branding/01-Articles/03-pages/KeepingDistractionsatBay.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/KeepingDistractionsatBay.pages,COPIED
Learn to Trust Again by Looking to Your Past,Learn to Trust Again by Looking to Your Past.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,Unknown (appears to be a .pages document),Cannot determine without seeing the actual content,0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/TrustAgain/03-Branding/01-Articles/03-pages/Learn to Trust Again by Looking to Your Past.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Learn to Trust Again by Looking to Your Past.pages,COPIED
Life's Too Short – Learn to Trust Again,Life's Too Short – Learn to Trust Again.pages,Bob's Own Works (Probable),01_Bobs_Own_Works/Probable,BOB_BURR,book,"Unable to determine without access to the actual content - appears to be a book about rebuilding trust, which could align with recovery and faith themes.",0.79,LOW,/Volumes/Macintosh HD/Users/robertburr/Downloads/Bob's SSD Backup/Download Folder iMac/TrustAgain/03-Branding/01-Articles/03-pages/Life's Too Short – Learn to Trust Again.pages,/Users/robertburr/Desktop/Bobs_Book_Library/01_Bobs_Own_Works/Probable/Life's Too Short – Learn to Trust Again.pages,COPIED
